essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
26,6,"डाउनटाउन न्यूयॉर्क की सड़कों पर 1,250 फीट की ऊंचाई पर स्थित इमारत के शीर्ष पर ड्यूरिगिबल्स को देखने का विचार एक शानदार और अद्भुत विचार था। एक विचार जो न्यूयॉर्क को ""परिवहन की उम्र"" (@संख्या1) में ले जाएगा। दुर्भाग्य से इस अद्भुत विचार में योजनाओं में कुछ छेद थे। बाद में मूरिंग मस्त का निर्माण करने वाले आर्किटेक्टों ने पता लगाया था कि उनका विचार पूरा नहीं होने वाला था। इस विचार को दूर करने के लिए बहुत सारी बाधाएं थीं। यह तथ्य कि ""यू। एस। के बाहर के अधिकांश डाइरिगिल्स हीलियम के बजाय हाइड्रोजन का उपयोग करते थे, और हाइड्रोजन अत्यधिक ज्वलनशील है"" (@संख्या2)। अगर कुछ भी गलत हो रहा था, तो यह देखना तबाही होगी कि वे कितनी नीचे की सड़कें थीं। इसके अलावा, ""सबसे बड़ी बाधा प्रकृति ही थी"" (@संख्या3)। विमान को स्थिर और अंडरकंट्रोल रखने के लिए बहुत अधिक हवा थी। इस तथ्य की वास्तविकता यह थी कि दलदली विचार को बहुत अच्छा लग रहा था, लेकिन योजना को अंजाम देने के लिए बहुत अधिक जोखिम हैं।",2,4,6
27,6,"""द मूरिंग @नाम1"" के अंश में: मार्सिया एमिडॉन @नाम2 साम्राज्य साम्राज्य के बिल्डरों ने डेरिगिबल्स को डॉक करने की अनुमति देने के प्रयास में बाधाओं का सामना किया। एम्पायर स्टेट बिल्डिंग को कई कारणों और कई बाधाओं के कारण अपने उद्देश्य को पूरा करने के लिए नियत नहीं किया गया था। उन कई कारणों में से एक यह था कि संयुक्त राज्य अमेरिका के बाहर के अधिकांश डाइरिगिबल्स हीलियम के बजाय हाइड्रोजन का उपयोग करते थे, और हाइड्रोजन अत्यधिक ज्वलनशील है। इसके अलावा सुबह की मस्तूल के सफल उपयोग के लिए सबसे बड़ी बाधा प्रकृति ही थी। इस कारण के कारण कि हिंसक हवा की धाराओं के कारण इमारत के ऊपर की हवाएँ लगातार हिल रही थीं। यहां तक ​​कि अगर योग्य मूरिंग मस्तूल के लिए tethered किया गया था, तो जहाज के पीछे मूरिंग मस्त के चारों ओर और चारों ओर कुंडा होगा। एम्पायर स्टेट बिल्डिंग में इनका उपयोग करना, जहां वे सड़क पर पैदल चलने वालों से ऊपर लटकेंगे, न तो व्यावहारिक थे और न ही सुरक्षित। अन्य बाधाएं शहरी क्षेत्रों में बहुत कम उड़ान भरने वाले हवाई जहाजों के खिलाफ एक मौजूदा कानून था। यह कानून जहाज को अवैध रूप से कभी भी इमारत तक बांधने या यहां तक ​​कि उस क्षेत्र तक पहुंचने के लिए अवैध बना देगा, हालांकि दो दरिगीबल्स ने पूरे विचार के लिए इमारत तक पहुंचने का प्रयास किया। एम्पायर स्टेट बिल्डिंग के बिल्डरों को कई कठिन बाधाओं का सामना करना पड़ा।",3,3,6
28,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों ने डेरिगिबल्स को वहां डॉक करने की कोशिश करने में कई बाधाओं का सामना किया। एक बाधा जिसका उन्होंने सामना किया वह सुरक्षा का मुद्दा था। जैसा कि पैराग्राफ @संख्या1 में कहा गया है, अधिकांश विदेशी डेरिगिबल्स ने हीलियम के बजाय ज्वलनशील तत्व हाइड्रोजन का उपयोग किया। न्यूयॉर्क जैसे शहर की अत्यधिक आबादी वाले इलाके में आग बहुत घातक होगी। एक अन्य बाधा बिल्डरों का सामना करना पड़ा जो हवा थी। पैराग्राफ @संख्या2 में यह कहा गया है, ""हिंसक वायु धाराओं के कारण इमारत के ऊपर की हवाएँ लगातार हिल रही थीं।"" यह पात्र के चारों ओर पीछे बंधे होने का कारण होगा और यहां तक ​​कि ""दलदली मस्तूल के चारों ओर कुंडा।"" जब एक योग्य को खुले खेतों में दलदल में डाला जाता है, तो उन्हें सीसे के भार के साथ तौला जा सकता है। एम्पायर स्टेट बिल्डिंग के ऊपर खुली हवा में ऐसा करना नीचे पैदल चलने वालों के कारण सुरक्षित नहीं होगा। अंतिम बाधा बिल्डरों का सामना करना पड़ा शहरी क्षेत्रों में हवाई जहाजों के बहुत कम उड़ने के खिलाफ कानून था। पैराग्राफ @संख्या3 में, यह कहता है, ""यह कानून एक जहाज के लिए अवैध रूप से कभी भी इमारत से जुड़ने या यहां तक ​​कि क्षेत्र तक पहुंचने के लिए अवैध बना देगा ..."" यही कारण है कि एम्पायर स्टेट बिल्डिंग के डेरिगिबल्स के लिए दलदली मस्तूल ने कभी अपनी सेवा नहीं दी उद्देश्य।",3,3,6
29,6,"मार्सिया एमिडन लुस्टेड के अंश ""द मूरिंग मस्त"" के आधार पर, कई बाधाएं थीं जो एम्पायर स्टेट बिल्डिंग के बिल्डरों ने डिरीबेल्स को वहां उतरने की अनुमति दी थी। बाधाओं में से एक सुरक्षा समस्याएं थीं। ड्रिगीबल्स को एम्पायर स्टेट बिल्डिंग के काफी करीब आना था, ताकि वे नीचे आने योग्य को बाँध सकें। इसने डेरिगिबल्स को भी लोगों के करीब ला दिया। एक कानून था जिसमें कहा गया था कि हवाई अड्डे शहरी क्षेत्रों में कम उड़ान नहीं भर सकते। न्यू जर्सी के लेकहर्स्ट में हुई एक आपदा थी कि वे न्यूयॉर्क में होने से रोकने की कोशिश कर रहे थे (पैराग्राफ @संख्या1)। सामना करने वाले बिल्डरों के साथ एक और समस्या यह थी कि प्रकृति की तेज हवाओं ने डेरिगिबल्स को मस्तूल से नीचे बांधने के लिए पर्याप्त पास नहीं होने दिया। कई बाधाओं का सामना करना पड़ा बिल्डरों का सामना करना पड़ा था कि अंत में यह साम्राज्य राज्य को एक बेकार गोदी बनाने के लायक नहीं था।",3,3,6
30,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों ने डेरिगिबल्स को डॉक करने की कोशिश करने में कई बाधाओं का सामना किया। बिल्डिंग के स्टील फ्रेम को संशोधित करने के लिए आवश्यक किया गया था और डार्किबल्स को डॉक करने के लिए जगह बनाने के लिए मजबूत किया गया था। इसके अलावा, साठ हजार डॉलर से अधिक के संशोधन किए जाने थे। आखिरी बाधा बिल्डरों के पास यह थी कि इमारत के शीर्ष पर स्थित एक हजार फुट की दूरी पर स्थित इमारत के फ्रेम में तनाव बढ़ जाएगा। बिल्डरों के लिए उच्चतम इमारत के ऊपर एक मूरिंग मस्तूल का निर्माण करना आसान नहीं था जो एक हजार दो सौ पचास फीट था, लेकिन आर्किटेक्ट मूरिंग मस्तूल को डिजाइन करके अपनी बात पर पहुंच गए।",2,3,5
31,6,"एम्पायर स्टेट बिल्डिंग का निर्माण करते समय, मजदूरों को वहां डॉक करने के लिए डेरिगिबल्स के लिए प्रयास करते समय कई बाधाओं का सामना करना पड़ा। मस्तूल और इमारत से जुड़ी एक योग्य अतिरिक्त तनाव को जोड़ देगा, इसलिए बिल्डरों को साठ हजार डॉलर से अधिक के पुनर्निर्माण के लायक गोलियां फ्रेमवर्क को ठीक करना था। डिरिगिबल्स भी जहाज के सामने से मस्तूल तक चलने वाली एक लाइन के साथ गोदी करते हैं, और जब वे ब्लिंप के लिए योजना बनाते हैं कि वे हवा में बहने में सक्षम हों, तो यह अवास्तविक था कि कोई भी जहाज ऊंची हवा में इमारत से जुड़ जाए। इमारतें बनाने में उन्हें बाधाएं देने में बाधाएं आईं, क्योंकि सुरक्षा के खतरों के कारण, अमेरिका के बाहर से अधिकांश डेरिगिबल्स में उपयोग किया जाने वाला हाइड्रोजन अत्यधिक ज्वलनशील है। बिल्डरों ने शहरीकृत क्षेत्रों में बहुत कम उड़ान भरने वाले हवाई जहाजों के खिलाफ पहले से मौजूद कानून को भी ध्यान में नहीं रखा, इसलिए भवन के लिए एक योग्य था। डायरिगिबल्स को एम्पायर स्टेट बिल्डिंग से जोड़ने का काम शुरू होना एक असंभव काम था।",3,4,7
32,6,"कई कारण थे कि वास्तुकारों को साम्राज्य राज्य की इमारत पर डेरिगिबल्स को डॉक करने की अनुमति देने में समस्या थी। समस्याओं में से एक यह था कि अधिकांश डेरिगिबल्स @संख्या1 फीट लंबे थे और यह बहुत होगा। इसमें केवल एक ही केबल टेथर होगा और यह इमारतों के फ्रेम में तनाव को बढ़ाएगा। पूरे स्टील फ्रेम को संशोधित और मजबूत करना होगा जिसकी लागत साठ हजार डॉलर से अधिक होगी। सबसे बड़ी वजह यह है कि मूरिंग मास्ट कभी भी पूर्ण नहीं होगा क्योंकि इसका उद्देश्य सुरक्षा है। संयुक्त राज्य अमेरिका के अधिकांश डाइरिगिबल्स ने हीलियम के बजाय हाइड्रोजन का उपयोग किया, और हाइड्रोजन अत्यधिक ज्वलनशील है। मूरिंग के सफल उपयोग के लिए सबसे बड़ी बाधा प्रकृति ही थी। हिंसक हवा की धाराओं के कारण इमारतों की चोटी पर चलने वाली हवाएँ लगातार हिल रही थीं। यहां तक ​​कि अगर योग्य को दलदली मस्तूल पर ले जाया गया था, तो जहाज के पीछे चारों ओर कुंडा होगा। वे खुले मैदानों पर उतरने के लिए होते हैं, लेकिन साम्राज्य राज्य भवन में इनका उपयोग करना, जहां वे पैदल चलने वालों से ऊपर झूलते होंगे, सुरक्षित नहीं थे",3,3,6
33,6,"बिल्डरों द्वारा फेंके गए अवरोध हाइड्रोजन का उपयोग कर रहे थे जो ज्वलनशील है। एक अन्य है ""इमारत के शीर्ष पर हवा हिंसक हवा की धाराओं के कारण लगातार हिल रही थी।"" तीसरा वह है जब जहाज का पिछला भाग दलदली मस्तूल के आसपास और आसपास घूमता होगा। अंतिम लेकिन कम से कम शहरी क्षेत्रों के लिए उड़ान भरने वाले हवाई जहाजों के खिलाफ कानून नहीं।",2,2,4
34,6,कई बाधाएं थीं जो बिल्डरों को डेरिगिबल्स को डॉक करने की अनुमति देने के प्रयास में सामना करना पड़ा था एक बाधा हवा थी। अधिक ऊंचाई पर हवा अधिक शक्तिशाली होती है। इससे मस्तिक के करीब पहुंचना मुश्किल हो जाता है। एम्पायर स्टेट बिल्डिंग की संरचना भी। इमारत के शीर्ष पर वजन की मात्रा के लिए ढांचा नहीं बनाया गया था। बिल्डर्स ने @पैसे1 के ढांचे को मजबूत करने के लायक बनाया। वे कुछ बाधाएं हैं जो बिल्डर्स को एम्पायर स्टेट बिल्डिंग पर डेरिगिबल्स को डॉक करने की कोशिश करने में सामना करना पड़ा।,2,2,4
35,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों ने डेरिगिबल्स को वहां डॉक करने की अनुमति देने के प्रयास में कई बाधाओं का सामना किया। हालांकि बिल्डरों ने इसे एक शानदार विचार माना, लेकिन उन्होंने सुरक्षा खतरों का सावधानी से विचार नहीं किया और वे वास्तव में कितना अवास्तविक था। सुरक्षा कारणों की वजह से मूरिंग मस्त को अपने उद्देश्यों को पूरा करने में असमर्थ होने का सबसे बड़ा कारण था। पैराग्राफ @संख्या1 में कहा गया है, ""संयुक्त राज्य अमेरिका के बाहर से अधिकांश डाइरिगिबल्स हाइड्रोजन का उपयोग करते हैं ... और हाइड्रोजन अत्यधिक ज्वलनशील है।"" जब न्यू जर्सी में आग लगने से एक विध्वंस नष्ट हो गया, तो एम्पायर स्टेट बिल्डिंग के मालिकों को एहसास हुआ कि न्यूयॉर्क शहर के रूप में घनी आबादी वाले स्थान पर अगर यह एक दुर्घटना हुई तो कितना बुरा होगा। एक और बहुत ही व्यावहारिक कारण है कि डेरिगिबल्स इमारत के शीर्ष पर दलदली नहीं हो सकता था, जैसा कि पैराग्राफ @संख्या2 में कहा गया है, ""शहरी इलाकों में बहुत कम उड़ान भरने वाले हवाई जहाजों के खिलाफ एक मौजूदा कानून था।"" इससे क्षेत्र के समीप तक पहुँचना असंभव हो जाता है, अकेले भवन तक जाने में सक्षम हो सकते हैं। यह बहुत स्पष्ट है कि एम्पायर स्टेट बिल्डिंग के बिल्डरों ने प्रयास में कई मुद्दों का सामना किया।",3,2,5
36,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों को उन सभी खतरों से अंधा लगता है जो मूरिंग मस्तूल का परिणाम होगा। खतरे में एक बड़ा कारक उस ऊंचाई पर हिंसक हवाएं थीं। ब्लिंप को भवन में जाने वाले टीथर पर घुमाया जाएगा, जो या तो इमारत को नुकसान पहुंचा सकता है, या ब्लींप को नुकसान पहुंचा सकता है। इसके अलावा ब्लींप चल रहा था, कैसे पास होने वालों को दूर और कैसे मिलेगा? वे लोडिंग डॉक को गिरा सकते हैं चाहे वे ब्लींप पर जा रहे हों या बंद। एम्पायर स्टेट बिल्डिंग की खुली मंजिल से भी यात्री उड़ सकते थे। एक अन्य कारक न्यूयॉर्क शहर की उच्च आबादी थी, अगर मलबे जैसा कुछ सड़कों पर गिर गया था, तो यह शायद पैदल चलने वाले कुछ पैदल यात्रियों को मार सकता है। मुझे लगता है कि आर्किटेक्ट ने परियोजना शुरू करने की कोशिश करने से पहले इन सभी कारकों पर विचार किया होगा।",2,2,4
37,6,"अंश में, मेरिंग एमिडन लुस्टेड द्वारा मूरिंग मस्त, एम्पायर स्टेट बिल्डिंग के निर्माण में कई समस्याओं का सामना करना पड़ता है। इनमें से एक समस्या यह है कि न्यूयॉर्क के गवर्नर अल स्मिथ चाहते थे कि इमारत दुनिया की सबसे ऊंची इमारत हो। ऐसा करने के लिए आपको रिकॉर्ड तोड़ने के लिए मास्क की आवश्यकता होगी। हिंसक वायु प्रवाह के कारण प्रकृति ने पूरी इमारत के लिए खतरा बना दिया। एक अन्य कारण यह है कि एम्पायर स्टेट बिल्डिंग कैसे विफल रही क्योंकि उनका कानून शहरी क्षेत्रों के मुकाबले बहुत कम उड़ान भरने वाले हवाई जहाजों पर प्रतिबंध था। यह कानून न्यू जर्सी के लेकहर्स्ट में आग पर पकड़े गए एक जर्मन के योग्य होने के कारण प्रभावी हुआ। एम्पायर स्टेट बिल्डिंग को पार करते समय डेरिगिबल्स के सामने कई समस्याएं थीं।",2,2,4
38,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों को बाधाओं का सामना करना पड़ा, जब उन्होंने डरिगिबल्स को वहां डॉक करने की अनुमति दी। एक हजार फुट के योग्य, एक सिंगल केबल टेदर से जुड़ा, इमारतों में तनाव को जोड़ देगा यदि भवन के शीर्ष पर योग्य को रखा गया था। स्थिति को समायोजित करने के लिए इमारतों के ढांचे को मजबूत और संशोधित करना होगा। @पैसे1 से अधिक मूल्य के संशोधनों को फ्रेमवर्क में स्थापित करना होगा। कुछ अन्य बाधाओं का सामना करने वाले बिल्डरों की सुरक्षा थी। डेरिगिबल्स हाइड्रोजन पर चलता था जो ज्वलनशील होता है। एक और बाधा मौसम था। एम्पायर स्टेट बिल्डिंग के शीर्ष पर स्थानांतरित हवाएं हिंसक वायु धाराओं के कारण बदल रही थीं। एक आखिरी बाधा मौजूदा कानून था कि शहरी इलाकों में हवाई जहाज बहुत कम उड़ान नहीं भर सकते थे। एक योग्य के विचार चुपचाप गायब हो गया।",3,3,6
39,6,"यद्यपि अल स्मिथ ने एम्पायर स्टेट बिल्डिंग के मूरिंग मास्ट को अद्वितीय और व्यावहारिक होने की उम्मीद की थी, लेकिन बिल्डरों ने डेरिगिबल्स को वहां डॉक करने की कोशिश में कई बाधाओं का सामना किया। सबसे पहले, भवन के लिए तनाव को समायोजित करने के लिए कि डेरिगिबल्स भवन के फ्रेम में जोड़ देगा, भवन के ढांचे को संशोधित करना होगा। इस पर साठ हजार डॉलर खर्च हुए। इसके अलावा, डेरिगिबल्स ने हाइड्रोजन का उपयोग किया - एक अत्यधिक ज्वलनशील गैस। न्यूयॉर्क शहर जैसे घनी आबादी वाले इलाके में एक दुर्घटना घातक हो सकती है। इसके अलावा, इमारत के शीर्ष पर हिंसक हवाएं थीं जो डॉकिंग को मुश्किल बना सकती थीं और संभवतः इमारत के पक्ष में एक योग्य उड़ा सकती थीं, जिससे यह छिद्रित हो सकता है। अंत में, एक मौजूदा कानून ने एयरशिप को शहरी क्षेत्रों में कम उड़ान भरने से प्रतिबंधित कर दिया; यह जहाज के लिए भी गैरकानूनी होगा, यहां तक कि इमारत के क्षेत्र के लिए भी।",3,3,6
40,6,एम्पायर स्टेट बिल्डिंग के बिल्डर को कई कठिन बाधाओं का सामना करना पड़ा जब डेरिगिबल्स को डॉक करने की अनुमति देने का प्रयास किया गया। मूरिंग मास्ट के उपयोग की सबसे बड़ी बाधा हवा थी। एम्पायर स्टेट बिल्डिंग के शीर्ष पर हिंसक वायु धाराओं के कारण हवाएँ लगातार हिल रही थीं। हवाएँ मूरिंग मस्तूल के चारों ओर घूमने के योग्य के पीछे का कारण बनेंगी। एक और कारण डेरिगिबल्स एम्पायर स्टेट बिल्डिंग में अधिक नहीं हो पाएगा क्योंकि एक कानून है जो कहता है कि शहरी इलाकों में हवाई जहाज कम उड़ान नहीं भर सकते हैं। यह एम्पायर स्टेट बिल्डिंग में पहुंचने या डॉक करने के योग्य होने के लिए इसे अवैध बना देगा।,2,2,4
41,6,"कहानी के आधार पर यह सब तब शुरू हुआ जब उन्होंने साम्राज्य राज्य भवन का निर्माण किया था और श्रमिकों को पता होना चाहिए था कि इमारत हवा की जलवायु के लिए बहुत बड़ी थी, आकाश में ऊपर और साथ ही जब आप एक इमारत बनाते हैं तो आपको यह सुनिश्चित करना होगा यह संतुलन बनाए रखने के लिए पर्याप्त मजबूत है। उन्हें तब समस्या का सामना करना पड़ा, जब अमेरिका ने उनके साथ एक सौदा करने की कोशिश की, अगर वे नागरिकों को डेक पर जाने के लिए एक गोदी के लिए इमारत के शीर्ष का उपयोग करने देंगे, और उन्होंने एक कानून बनाया जिसके बाद कोई और अधिक गोदी गोदी में नहीं उतर सकता। एक ब्लींप ने डॉक पर उतरने का प्रयास किया।",1,1,2
42,6,"यदि बल्बों का सामना करना पड़ता है, तो बाधाएँ आती हैं, यदि वे बिल्डिंग के शीर्ष पर मूरिंग @नाम1 डालते हैं, तो यह इमारत में तनाव को बढ़ा देगा और उन्हें मूरिंग @नाम1 का समर्थन करने के लिए भवन को संशोधित करना होगा। एक अन्य @नाम2 वे @नाम3 सुरक्षित हैं अधिकांश @नाम4 हाइड्रोजन से भरे हुए हैं जो अत्यधिक ज्वलनशील हैं। यदि वहाँ एक आग थी, तो यह एक घनी आबादी वाले क्षेत्र के कारण लोगों के @नाम5 @नाम6 हो सकता था। प्रकृति अपने आप को भी @नाम7 ए @नाम2 लगती है इमारत के ऊपर की हवाएं बहुत हिंसक थीं। फिर उनका कानून जहां एयरशिप शहरी क्षेत्रों के ऊपर @नाम9 कम ऊपर हो सकता है।",3,3,6
43,6,"मार्सिया एमिडन लुस्टेड द्वारा दिए गए अंश द मोरिंग मस्त में, एम्पायर स्टेट बिल्डिंग के बिल्डरों ने डेरिगिबल्स को डॉक करने की अनुमति देने के प्रयास में सामना किया। एक बाधा यह थी कि अधिकांश डेरिगिबल्स अत्यधिक ज्वलनशील थे। पैराग्राफ @संख्या1 में यह कहा गया है, ""संयुक्त राज्य के बाहर के अधिकांश डाइरिगिबल्स ने हीलियम की बजाय हाइड्रोजन का उपयोग किया है, और हाइड्रोजन अत्यधिक ज्वलनशील है।"" यदि एम्पायर स्टेट बिल्डिंग के पास एक गंभीर आग लग गई, तो दुर्घटना घनी आबादी वाले क्षेत्र से कई लोगों को प्रभावित करेगी। बिल्डरों के सामने एक और बाधा प्रकृति की हवाएं थीं। यहां तक ​​कि अगर किसी योग्य को डॉक किया गया था, तब भी यह बहुत अधिक घूमेगा। पैराग्राफ @संख्या2 में यह कहा गया है, ""... वे सड़क पर पैदल चलने वालों से ऊपर लटकते होंगे, न तो व्यावहारिक थे और न ही सुरक्षित थे।"" एक और बाधा उन्होंने सामना किया एक मौजूदा कानून था। पैराग्राफ @संख्या3 में यह कहा गया है, ""अन्य व्यावहारिक कारण जो कि डायरिगिबल्स एम्पायर स्टेट बिल्डिंग में नहीं जा सका, शहरी इलाकों में बहुत कम उड़ान भरने वाले हवाई जहाजों के खिलाफ एक मौजूदा कानून था।"" आर्किटेक्ट ने अपने विचार को वास्तविकता में लाने की कोशिश करते हुए कई बाधाओं का सामना किया। विचारों को जीवन में लाने से पहले आगे की योजना बनाना और हर बाधा के बारे में सोचना बेहतर है।",3,3,6
44,6,"बिल्डरों के पास बहुत मुश्किल समय था क्योंकि यह कहाँ स्थित था, और कैसे योग्य डॉक था। उनकी पहली समस्या यह थी कि यह इतना लंबा था, इस पर काम करना मुश्किल था। एक अन्य समस्या यह थी कि इमारत पर ब्लिंप खींच रहा था, इसलिए इसे प्रबलित किया जाना था। अंतिम समस्याएं जो उन्हें सबसे अविश्वसनीय विकल्प बनाती थीं, वे हवा की स्थिति और तथ्य थे कि ब्लींप का पूंछ अंत स्वतंत्र रूप से स्विंग कर सकता था। इन सभी ने एम्पायर स्टेट बिल्डिंग पर एक बुरे विचार के लिए मस्तूल बनाने में योगदान दिया।",2,1,3
45,6,"अंश, द मूरिंग मास्ट से, एम्पायर स्टेट बिल्डिंग बनाने वाले आर्किटेक को कई बाधाओं का सामना करना पड़ा। डॉकीबल्स को वहां गोदी करने की अनुमति देने के प्रयास में। एक बाधा वे का सामना करने का प्रयास करने के लिए drigbles चलो वहाँ हवाओं हम कर रहे हैं। जैसा कि अंश में कहा गया है, ""इमारत की चोटी पर चलने वाली हवाएं लगातार हिंसक हवा की धाराओं के कारण बदल रही थीं। यहां तक कि अगर योग्य को दलदली मस्तूल के साथ बांध दिया गया था, तो जहाज का पिछला भाग कुंडा होगा ..."" स्थिर न होना। एक और बाधा जो उन्हें झेलनी पड़ी, वह था कि वे मुख्य वजन का उपयोग करें, लेकिन यह स्ट्रीट पर @स्थान1 में लोगों के ऊपर ""व्यावहारिक और सुरक्षित"" नहीं होगा। कुल मिलाकर, आर्किटेक्चर ने डरिगिबल्स को डॉक करने के लिए बहुत सारी बाधाओं का सामना किया, ज्यादातर या तो व्यावहारिक या सुरक्षित नहीं हैं।",2,2,4
46,6,"एम्पिर स्टेट बिल्डिंग के शीर्ष पर डेरिगिबल्स को उतरने की अनुमति देने के साथ कई समस्याएं थीं। मस्तूल को डिजाइन करते समय उन्होंने महसूस किया कि घटने के वजन के साथ, इमारतों के फ्रेम में तनाव होगा। (पैराग्राफ @संख्या1) उन्होंने यह भी देखा कि अन्य देशों के डेरिगिबल्स हाइड्रोजन का उपयोग करते थे न कि हीलियम का। हाइड्रोजन अत्यधिक ज्वलनशील है। (पैराग्राफ @संख्या2)। बिल्डरों के नियंत्रण से बाहर मस्तूल के निर्माण का एक कारक प्रकृति थी। इमारत के शीर्ष पर चलने वाली हवाएँ लगातार हिल रही थीं। (पैराग्राफ @संख्या3)। मस्तूल का निर्माण करने के लिए कानून भी एक समस्या थी। शहरी इलाकों में हवाई जहाजों के कम उड़ान भरने के खिलाफ कानून था। (पैराग्राफ @संख्या4)। एम्पायर स्टेट बिल्डिंग के बिल्डरों ने वजन, गैस, प्रकृति और कानून के कारकों के साथ कई बाधाओं का सामना किया।",2,2,4
47,6,"मार्सिया एमिडन लुस्टेड द्वारा ""द मूरिंग मस्त"" के अंश में, एम्पायर स्टेट बिल्डिंग के शीर्ष पर मस्तूल के मूल उद्देश्य के बारे में बताता है कि डरिगिबल्स (ब्लिम्प्स) के लिए एक लैंडिंग स्पॉट के रूप में सेवा करना था। कुछ बाधाओं के निर्माण के लिए। एम्पायर स्टेट बिल्डिंग का सामना करना पड़ा जबरदस्त तनाव था कि मस्तूल एम्पायर स्टेट बिल्डिंग पर रखा जाएगा। इसके आसपास जाने के लिए, उन्होंने पूरे भवन के फ्रेम के चारों ओर फ्रेम का काम किया। एक और बाधा जो सामना की गई थी वह सुरक्षा थी। सबसे पहले, एम्पायर स्टेट बिल्डिंग के शीर्ष पर हवा किसी भी ब्लींप के लिए चारों ओर फेंक दिए बिना मध्य-हवा में ऊपर रहने के लिए महान थी। अंत में, ब्लिंप की संभावना या तो स्पाइक्स पर पॉपिंग होती है, या हाइड्रोजन की वजह से उड़ती है, न्यूयॉर्क सिटी पर। निष्कर्ष में, एम्पायर स्टेट बिल्डिंग पर मस्तूल, कागज पर अच्छा लग रहा था, लेकिन एक बार जब आप प्राकृतिक तत्वों में जोड़ते हैं, तो मस्तूल के पास बहुत सारे दोष थे।",2,3,5
48,6,"एम्पायर स्टेट बिल्डिंग के बिल्डरों ने डेरिगिबल्स को वहां डॉक करने की अनुमति देने के प्रयास में कई बाधाओं का सामना किया। एक बाधा इमारत के ढांचे को संशोधित और मजबूत कर रही थी। इसमें कहा गया है कि डेरिगिबल्स को समायोजित करने के लिए ""ओवर @संख्या1 हजार डॉलर के मूल्य को इमारत के ढांचे में बनाया जाना था""। हालांकि, संशोधन किए जाने के बाद, बिल्डरों को बाधाओं का एक और सेट का सामना करना पड़ा, पहले की तुलना में अधिक गंभीर। पहला ""सुरक्षा"" था: @स्थान3 में हिंडनबर्ग के विनाश ने न्यूयॉर्क जैसे घनी आबादी वाले क्षेत्र के लिए भय पैदा किया। एक और बाधा ""प्रकृति"" थी; एम्पायर स्टेट बिल्डिंग के शीर्ष पर तेज हवाओं और हिंसक हवा की धाराओं ने डेरिगिबल्स को ""न तो व्यावहारिक और न ही सुरक्षित"" बनाया। तीसरी बाधा ""शहरी क्षेत्रों में कम उड़ान भरने वाले हवाई जहाजों के खिलाफ एक मौजूदा कानून"" था। इस कानून ने इसे ""एक जहाज के लिए अवैध रूप से कभी भी इमारत से बांधने या यहां तक ​​कि क्षेत्र के पास पहुंचने के लिए अवैध बना दिया।"" लॉस एंजिल्स और कोलंबिया डेरिगिबल्स ने कुछ चीजों का प्रयास किया, लेकिन असफल रूप से, और 1930 के दशक के अंत तक डेरिगिबल्स का विचार गायब हो गया। ये वे बाधाएँ हैं जिनका सामना करने वाले डायरिगिबल्स को एम्पायर स्टेट बिल्डिंग पर डॉक करने का प्रयास करते थे।",4,4,8
